-10.30653443,4.4774175,0.803034048,0.765304054,0.149903452,-0.922310928,0.993045669,-1.610034185,-1.612843508,-0.609923924,0.015469459,0.022066253,0.025141094,0.477400544,0.087162759,-1.090129911
-24.15801956,8.930512692,-0.831676227,-2.177609308,-1.24357629,0.302311592,3.988695885,-1.494750581,-1.596971766,-0.296953092,0.451045648,0.085826947,1.885988376,1.673292872,0.2899126,-1.047021395
-14.81503367,11.06705938,13.5386929,7.616000316,2.497589546,-1.889174902,-3.83599073,1.240749236,-1.58111321,-2.102492483,-0.4744382,1.57493598,-0.203817318,-0.43934044,-1.076220362,-0.673365607
-28.84987614,7.441545817,5.130806005,4.477109189,-2.440691829,-9.155127091,1.001243017,-4.895535503,-3.357736943,-2.091588795,-1.098955247,1.664058356,-0.653357324,-0.084217163,-0.831279622,-0.521562271
-58.47991022,9.371054588,12.09566431,3.283167313,-2.778190509,-7.418057825,1.760833379,-2.447084909,-2.808458285,-1.756789997,1.788992736,2.518836746,1.588489918,2.562892592,-0.286209509,-0.751535526
-15.91660296,6.26266915,2.138273799,-0.163535994,-1.130588226,0.563754592,2.401864158,-2.668149358,-3.374905973,-0.299071776,1.391402182,1.072628502,0.448543857,0.897802003,-0.055285958,-1.158503023
-21.89585281,4.667955129,-1.198280296,2.444421999,-0.091804052,-5.369222719,-0.824237389,-3.85954338,-3.119957045,-2.967261901,-1.421276313,-0.521122959,-0.059798386,1.686887788,-0.543215296,-0.819377649
-24.88078706,0.225249705,5.589229071,3.57812691,-0.862484085,-4.02546173,0.164654603,-0.665414861,-1.445689404,0.52973304,0.022540716,0.631989973,0.483165291,0.861953475,0.381198208,-1.667068599
-27.5303865,5.01420817,9.221251612,5.260732419,-2.926724332,-3.351444025,0.483126309,-1.752357272,-2.043285511,-0.10620704,-1.095890439,0.81851861,1.502249478,-0.366134345,-0.758393923,-1.258685936
-15.10799242,9.053676106,5.095973875,4.050831807,0.677543962,-1.232304579,1.563467144,-0.857910652,-1.250989767,-0.228304279,-0.171253235,0.903052067,1.037529026,0.726765949,-0.484363436,-1.515165624
-12.17800641,3.516651903,3.392780023,4.498982021,-0.592340779,-0.985021924,0.611037688,-0.75580404,-1.540839997,-0.316937355,-0.034711854,0.437491976,0.29754164,0.181703159,-0.667392144,-1.209845905
-16.36898916,6.791478322,5.953278096,3.164873723,-1.509011431,-2.463169905,-1.121692751,-2.241291825,-1.65940381,-0.11059715,-0.334517808,1.620775945,-0.588805135,-0.86665941,1.303349145,-1.85877183
