-6.878543319,0.265756644,0.548856344,0.392059166,-0.043669243,0.609484111,1.073040855,0.775275997,0.82197885,0.710502503,1.761943921,1.36016539,0.635802648,-0.160583764,0.003374829,0.101598794,-0.157940366,1.454455042,-0.706314061,-0.029944026,-0.789490774,0.081461958,0.770622299,-0.254073956,0.30063144,0.900280038,1.08856972,-0.090996112,0.605739237,0.239754375,0.342080697,-0.849431912
-5.250086446,0.517778164,0.672623903,-1.258045121,-0.375424881,0.38512522,1.119354294,-0.626207379,1.479783813,0.524677421,0.524835344,0.476396127,0.364485138,0.110409753,-0.079590138,-0.501089812,0.391307585,0.198505117,-0.218347003,-0.258671161,-0.490791823,0.383937505,0.58798759,-0.60550775,0.448049182,0.558276878,0.678329035,-0.064770088,0.313910591,0.28174674,0.342379998,-0.455691019
-9.701896989,1.765065138,0.802749773,-1.892336229,-0.337307842,1.487355836,1.876001975,-1.85283155,4.661221819,1.318097461,0.835826907,2.778013338,1.875227206,-0.877781984,0.273276785,-0.824819128,-0.157771141,1.903796075,1.066950591,-1.785525622,-2.056718999,0.222840147,0.764966365,0.570537371,0.371006918,1.097825884,0.873735506,-0.678375183,-0.522349954,-0.370675783,0.178188458,-0.822185752
-10.58290846,0.738894955,0.374334814,3.173681234,1.493865373,2.624135468,-3.45712842,1.230709895,-1.177793188,1.10350886,3.954819855,0.4976819,-1.960108422,0.823130992,-0.014046298,-0.479861152,1.428946312,0.633782719,1.602646702,0.128762816,0.300933081,0.799216965,0.529768454,0.10305675,-0.057989247,-1.502237365,1.569511537,2.559227657,-1.447279339,1.652860043,0.492276891,0.584688305
-14.65299238,0.599576694,3.516590126,-1.961888716,0.020456642,1.835122707,0.200328834,5.757048711,4.126883887,1.410393425,3.815170931,-1.813595368,-0.167910112,1.46668944,1.595692427,-0.724051793,1.061705677,0.413214825,-0.879177142,0.744577553,-1.546524634,1.306738728,0.349731564,0.134502821,-1.179786292,-0.297409992,0.013151643,0.112769072,-1.065958042,0.885219042,-0.212074368,0.55297577
-25.05779858,1.529456493,3.485602428,0.80494576,-0.263389122,7.204463596,0.662977252,3.860356376,2.802982146,1.801846549,6.941240824,2.37195351,4.572052186,-1.738370808,0.691856813,-0.748104467,0.841512316,1.033544187,1.337960284,2.542374213,-1.127110429,0.579233277,0.710899984,1.503645138,0.044292909,-0.370788083,1.201366251,1.940131416,-0.233638297,-2.590967484,-0.621291358,-2.530586441
-7.878575775,1.317055687,0.30163055,-1.82045263,-1.659401767,1.767441296,-0.558967397,-0.558771779,4.202551092,-0.261021938,1.648273397,1.140371772,1.250020326,-1.109166463,-1.023754525,-0.899012499,0.156903453,-0.19470062,0.430595047,-0.135344422,-0.453321076,0.120482976,0.628768792,-0.401575861,-0.670705781,0.468477115,0.496504395,-0.802533727,0.232817896,-1.021405627,0.192266091,0.446031988
-9.382130219,0.001289272,1.64744647,-1.910583529,-0.436697812,-0.06836517,3.006620697,2.547458235,2.784152234,3.580843493,2.542584178,0.6270405,-0.314780244,1.248971179,-0.048630402,1.354212157,1.337434023,0.209352494,-2.134378984,0.457783154,-2.323953292,1.296615274,2.686580844,-1.59966972,0.906274437,1.447393408,0.555122603,-1.290685904,1.403825585,1.970190063,0.967033752,-1.241251886
-10.31819938,-1.003913472,2.32511222,-0.269606585,-0.382100551,2.145690766,0.324207684,-0.590596238,-0.045930992,0.010653069,1.554547107,1.31237454,1.817089836,0.966809695,0.645807373,-0.755345734,-0.805042531,0.292578073,-0.698714114,1.122252878,-0.993101522,0.241634106,0.791068355,-0.829340016,0.743267524,0.464618853,-1.396029347,0.601030961,0.170012852,0.986664056,0.376422807,-0.054047849
-12.71570005,1.283495607,4.182736682,0.488047462,0.423500741,1.705152684,-1.872295309,1.243597095,1.293635449,-0.434423954,2.449633792,1.897076371,0.919102858,1.410209944,1.048901479,0.569619939,2.139712757,1.800685102,1.085404818,2.334078277,-1.203306045,0.843346239,-0.268246029,0.762781901,1.646655144,-0.457458436,-2.10640179,1.443484133,-0.809106482,1.078793901,2.633718944,-0.652373367
